Date,Product Name & Brand,Past Week Sales,Weather Pattern,Event,Event_Impact_Level,Promotions (Discount),Competitor Action (Discount),Advertising,Economic Indicator,Store Location,Sales in Week (Target)
2023-04-02,Aloo Bhujia,1169,Rainy,Eid-ul-Adha,3,5,15,Medium,3,Chandigarh,1359
2023-04-02,Kaju Katli,1693,Rainy,Eid-ul-Fitr,3,20,5,High,5,Lucknow,2037
2023-04-02,Besan,1856,Sunny,Eid-ul-Adha,3,20,0,High,5,Karnal,2287
2023-04-02,Aata (Wheat Flour),1615,Cloudy,Holi,3,0,15,Low,5,Jaipur,1739
2023-04-02,Mango Juice,1374,Rainy,Guru Nanak Jayanti,3,20,5,Medium,3,Tirupati,1657
2023-04-02,Lemon Pickle,1012,Rainy,Eid-ul-Adha,3,15,10,Medium,4,Karnal,1227
2023-04-02,Coconut Chutney,2610,Sunny,Christmas,3,5,15,Medium,4,Chandigarh,2834
2023-04-02,Rasgulla,2744,Windy,Eid-ul-Fitr,3,15,20,Medium,4,Kochi,2971
2023-04-02,Gulab Jamun Mix,1951,Windy,Onam,2,10,20,High,5,Vizag ,2126
2023-04-02,Lassi,2774,Rainy,Holi,3,15,20,Medium,3,Jalandhar,2992
2023-04-02,Bhel Puri Mix,2654,Rainy,Navratri,3,15,15,High,3,Indore,2790
2023-04-02,Pav Bhaji Masala,2121,Sunny,Pongal,2,20,10,Medium,5,Sangli,2448
2023-04-02,Chole Masala,1727,Windy,Sunday,1,10,15,Medium,4,Hyderabad,1839
2023-04-02,Tamarind Paste,2831,Rainy,Diwali,3,15,10,Low,4,Vizag ,3052
2023-04-02,Ready-to-eat Curry Packs,1038,Windy,Minor Event,1,10,20,Medium,4,Indore,1015
2023-04-02,Parle-G Biscuits,2539,Windy,Gudi Padwa,2,15,20,Medium,4,Sangli,2670
2023-04-02,Thums Up,1452,Rainy,Sunday,1,10,15,Medium,4,Guntur,1618
2023-04-02,Frooti,2168,Cloudy,Minor Event,1,10,15,Medium,5,Guntur,2207
2023-04-02,Hajmola Tablets,2932,Sunny,Pongal,2,20,5,Low,4,Jaipur,3195
2023-04-02,Haldiram's Namkeen,2294,Cloudy,Holi,3,15,0,High,4,Rajahmundry,2556
2023-04-02,Chyawanprash,1980,Sunny,Guru Nanak Jayanti,3,0,15,Medium,5,Hyderabad,2036
2023-04-09,Basmati Rice,1443,Windy,Republic Day,3,15,15,Medium,5,Ludhiana,1638
2023-04-09,Turmeric Powder,1487,Windy,Makar Sankranti,2,15,10,Low,4,Bangalore,1727
2023-04-09,Red Chilli Powder,1187,Sunny,Guru Nanak Jayanti,3,20,10,Low,3,Ludhiana,1476
2023-04-09,Cumin Seeds,1485,Rainy,Independence Day,3,15,0,Low,5,Lucknow,1875
2023-04-09,Coriander Powder,1737,Windy,Raksha Bandhan,2,15,10,Low,4,Guntur,1986
2023-04-09,Garam Masala,2791,Windy,Minor Event,1,0,10,Medium,5,Guntur,2877
2023-04-09,Toor Dal,1286,Sunny,Diwali,3,15,0,High,3,Kochi,1569
2023-04-09,Chana Dal,2649,Rainy,Independence Day,3,20,20,High,4,Hyderabad,2975
2023-04-09,Urad Dal,1910,Windy,Gudi Padwa,2,0,15,Low,3,Vizag ,1851
2023-04-09,Moong Dal,1780,Cloudy,Gudi Padwa,2,10,5,High,5,Indore,2021
2023-04-09,Jaggery,2309,Sunny,Onam,2,5,5,High,3,Chandigarh,2436
2023-04-09,Ghee,1605,Windy,Makar Sankranti,2,20,5,Low,5,Ludhiana,1928
2023-04-09,Paneer,2203,Rainy,Guru Nanak Jayanti,3,10,15,High,3,Rajahmundry,2385
2023-04-09,Coconut Oil,2390,Cloudy,None,0,0,15,Low,4,Vizag ,2215
2023-04-09,Mustard Oil,2260,Rainy,Eid-ul-Fitr,3,5,0,High,3,Kochi,2544
2023-04-09,Aam Papad,1882,Windy,Eid-ul-Adha,3,0,10,Medium,4,Indore,2020
2023-04-09,Mango Pickle,2876,Rainy,Guru Nanak Jayanti,3,0,5,Low,3,Hyderabad,3068
2023-04-09,Papad,2735,Cloudy,Makar Sankranti,2,20,20,High,4,Guntur,3011
2023-04-09,Idli Rice,2086,Rainy,Eid-ul-Fitr,3,0,20,High,4,Bangalore,2139
2023-04-09,Sambar Powder,2142,Rainy,Guru Nanak Jayanti,3,10,15,Medium,4,Vijayawada,2253
2023-04-09,Aloo Bhujia,2292,Windy,Independence Day,3,5,0,High,4,Vijayawada,2443
2023-04-09,Kaju Katli,2773,Sunny,Independence Day,3,15,10,Medium,5,Sangli,3026
2023-04-09,Besan,2515,Cloudy,Makar Sankranti,2,0,15,Medium,4,Amritsar,2594
2023-04-09,Aata (Wheat Flour),1801,Rainy,Onam,2,15,20,Low,5,Jalandhar,1917
2023-04-09,Mango Juice,2218,Sunny,Durga Puja,3,5,10,High,3,Jaipur,2453
2023-04-09,Lemon Pickle,2579,Sunny,Baisakhi,2,10,15,Low,3,Rajahmundry,2629
2023-04-09,Coconut Chutney,2711,Cloudy,Makar Sankranti,2,15,15,High,5,Meerut,2968
2023-04-09,Rasgulla,1851,Sunny,Sunday,1,10,5,Low,3,Rajahmundry,2052
2023-04-09,Gulab Jamun Mix,1249,Cloudy,None,0,15,20,High,4,Vizag ,1308
2023-04-09,Lassi,2924,Rainy,Navratri,3,0,20,Low,4,Vizag ,2943
2023-04-09,Bhel Puri Mix,1660,Rainy,Onam,2,15,15,High,4,Sangli,1838
2023-04-09,Pav Bhaji Masala,1202,Windy,Makar Sankranti,2,5,0,Low,5,Bangalore,1312
2023-04-09,Chole Masala,1869,Cloudy,Gudi Padwa,2,20,20,High,3,Chandigarh,2061
2023-04-09,Tamarind Paste,2802,Sunny,Onam,2,5,0,High,4,Chandigarh,2959
2023-04-09,Ready-to-eat Curry Packs,1731,Rainy,Gudi Padwa,2,10,20,Low,4,Kochi,1852
2023-04-09,Parle-G Biscuits,2462,Rainy,Baisakhi,2,5,15,Low,3,Jalandhar,2458
2023-04-09,Thums Up,2513,Sunny,Baisakhi,2,0,0,Low,5,Indore,2694
2023-04-09,Frooti,2710,Sunny,Baisakhi,2,0,10,Low,4,Jaipur,2676
2023-04-09,Hajmola Tablets,1773,Cloudy,Gudi Padwa,2,0,0,Medium,3,Sangli,1935
2023-04-09,Haldiram's Namkeen,2776,Cloudy,Baisakhi,2,20,20,High,3,Lucknow,3034
2023-04-09,Chyawanprash,2240,Windy,Christmas,3,20,5,Low,5,Bangalore,2626
2023-04-16,Basmati Rice,2272,Sunny,Durga Puja,3,10,5,Medium,3,Meerut,2410
2023-04-16,Turmeric Powder,1750,Sunny,Regional Festival,2,15,10,High,5,Lucknow,2012
2023-04-16,Red Chilli Powder,1431,Rainy,Holi,3,15,15,High,4,Sangli,1599
2023-04-16,Cumin Seeds,1799,Windy,Guru Nanak Jayanti,3,10,5,Low,5,Indore,2087
2023-04-16,Coriander Powder,2411,Cloudy,Navratri,3,20,15,High,4,Ludhiana,2758
2023-04-16,Garam Masala,1961,Cloudy,Raksha Bandhan,2,10,0,High,3,Ludhiana,2068
2023-04-16,Toor Dal,1975,Windy,Eid-ul-Adha,3,10,5,Low,3,Hyderabad,2129
2023-04-16,Chana Dal,1422,Cloudy,Makar Sankranti,2,5,20,Low,3,Jaipur,1431
2023-04-16,Urad Dal,1619,Rainy,Gudi Padwa,2,20,5,Low,4,Aurangabad,1797
2023-04-16,Moong Dal,2225,Windy,Pongal,2,5,5,Low,3,Guntur,2255
2023-04-16,Jaggery,2119,Windy,Raksha Bandhan,2,5,10,High,3,Rajahmundry,2250
2023-04-16,Ghee,2314,Sunny,Republic Day,3,10,20,Medium,4,Bhopal,2385
2023-04-16,Paneer,2538,Windy,Onam,2,10,20,High,4,Amritsar,2674
2023-04-16,Coconut Oil,2256,Rainy,Navratri,3,0,5,Low,5,Kochi,2353
2023-04-16,Mustard Oil,1280,Rainy,Baisakhi,2,20,15,High,4,Jaipur,1560
2023-04-16,Aam Papad,2016,Sunny,Onam,2,0,5,Medium,4,Aurangabad,2048
2023-04-16,Mango Pickle,1098,Sunny,Navratri,3,10,15,Medium,4,Jalandhar,1183
2023-04-16,Papad,1977,Rainy,Guru Nanak Jayanti,3,5,15,Low,4,Ludhiana,2055
2023-04-16,Idli Rice,1186,Windy,Guru Nanak Jayanti,3,10,5,High,3,Karnal,1400
2023-04-16,Sambar Powder,2781,Cloudy,Eid-ul-Adha,3,10,5,Low,5,Rajahmundry,3035
2023-04-16,Aloo Bhujia,2578,Rainy,Minor Event,1,15,15,Low,4,Meerut,2619
2023-04-16,Kaju Katli,2884,Windy,Independence Day,3,20,20,Medium,4,Sangli,3208
2023-04-16,Besan,1796,Sunny,Onam,2,5,20,Low,3,Kochi,1940
2023-04-16,Aata (Wheat Flour),2044,Windy,Baisakhi,2,15,10,Low,4,Meerut,2207
2023-04-16,Mango Juice,1830,Rainy,Durga Puja,3,20,15,Low,4,Chandigarh,2168
2023-04-16,Lemon Pickle,1044,Cloudy,Onam,2,5,20,Medium,4,Aurangabad,1012
2023-04-16,Coconut Chutney,1931,Sunny,Eid-ul-Fitr,3,20,15,Medium,5,Aurangabad,2178
2023-04-16,Rasgulla,2873,Rainy,Holi,3,15,0,Low,4,Hyderabad,3077
2023-04-16,Gulab Jamun Mix,1588,Rainy,Eid-ul-Fitr,3,20,5,Low,4,Vizag ,1854
2023-04-16,Lassi,2182,Cloudy,Regional Festival,2,15,10,Medium,4,Jalandhar,2409
2023-04-16,Bhel Puri Mix,1129,Sunny,Holi,3,20,5,High,4,Bangalore,1547
2023-04-16,Pav Bhaji Masala,1886,Windy,Onam,2,20,10,Low,5,Sangli,2120
2023-04-16,Chole Masala,2248,Rainy,Baisakhi,2,5,15,High,3,Bhopal,2314
2023-04-16,Tamarind Paste,2994,Rainy,Pongal,2,5,5,High,4,Amritsar,3058
2023-04-16,Ready-to-eat Curry Packs,1794,Rainy,Eid-ul-Fitr,3,20,10,High,4,Tirupati,2106
2023-04-16,Parle-G Biscuits,2619,Sunny,Onam,2,5,15,Medium,4,Aurangabad,2759
2023-04-16,Thums Up,1553,Windy,Pongal,2,0,20,Low,4,Jaipur,1499
2023-04-16,Frooti,2306,Cloudy,Onam,2,20,0,Medium,5,Chandigarh,2546
2023-04-16,Hajmola Tablets,1521,Cloudy,Sunday,1,15,0,Medium,3,Rajahmundry,1716
2023-04-16,Haldiram's Namkeen,2659,Windy,Durga Puja,3,15,5,Low,5,Aurangabad,2997
2023-04-16,Chyawanprash,2179,Rainy,Navratri,3,5,20,High,3,Aurangabad,2262
2023-04-23,Basmati Rice,2151,Windy,Pongal,2,20,5,Medium,4,Hyderabad,2383
2023-04-23,Turmeric Powder,1638,Cloudy,Christmas,3,15,20,Medium,4,Kochi,1817
2023-04-23,Red Chilli Powder,1194,Windy,None,0,20,15,Medium,4,Bhopal,1369
2023-04-23,Cumin Seeds,2485,Rainy,Onam,2,10,20,Low,5,Ludhiana,2682
2023-04-23,Coriander Powder,2823,Windy,Guru Nanak Jayanti,3,20,20,High,4,Kochi,2987
2023-04-23,Garam Masala,2818,Sunny,Republic Day,3,15,5,Low,3,Kochi,3108
2023-04-23,Toor Dal,2378,Windy,Navratri,3,10,0,Low,5,Indore,2544
2023-04-23,Chana Dal,2224,Cloudy,Minor Event,1,20,10,High,3,Vijayawada,2352
2023-04-23,Urad Dal,1071,Rainy,Sunday,1,20,20,High,3,Guntur,1249
2023-04-23,Moong Dal,1527,Windy,Eid-ul-Fitr,3,10,20,Medium,4,Vizag ,1675
2023-04-23,Jaggery,1128,Cloudy,Raksha Bandhan,2,0,5,Low,5,Vizag ,1183
2023-04-23,Ghee,1187,Sunny,Durga Puja,3,20,10,Low,5,Aurangabad,1549
2023-04-23,Paneer,2702,Rainy,Eid-ul-Adha,3,15,15,Low,3,Chandigarh,2830
2023-04-23,Coconut Oil,2932,Cloudy,Holi,3,10,20,High,3,Vijayawada,3169
2023-04-23,Mustard Oil,2775,Rainy,Gudi Padwa,2,10,10,Medium,4,Vizag ,2939
2023-04-23,Aam Papad,1779,Sunny,Republic Day,3,15,10,High,5,Karnal,2111
2023-04-23,Mango Pickle,1426,Rainy,Pongal,2,10,10,Medium,4,Lucknow,1494
2023-04-23,Papad,2255,Cloudy,Durga Puja,3,0,5,Low,5,Guntur,2351
2023-04-23,Idli Rice,2893,Cloudy,Baisakhi,2,10,20,Low,4,Vizag ,3002
2023-04-23,Sambar Powder,1599,Rainy,Holi,3,20,20,Medium,3,Kochi,1869
2023-04-23,Aloo Bhujia,1365,Sunny,Durga Puja,3,15,10,Low,5,Ludhiana,1636
2023-04-23,Kaju Katli,1312,Windy,Republic Day,3,20,5,High,5,Karnal,1562
2023-04-23,Besan,1719,Sunny,Independence Day,3,10,15,Low,5,Vijayawada,1951
2023-04-23,Aata (Wheat Flour),1506,Sunny,Gudi Padwa,2,0,10,Medium,4,Vizag ,1502
2023-04-23,Mango Juice,2872,Cloudy,Christmas,3,0,5,High,4,Vizag ,3065
2023-04-23,Lemon Pickle,1819,Cloudy,Regional Festival,2,20,5,Medium,5,Jaipur,2154
2023-04-23,Coconut Chutney,1729,Windy,Sunday,1,15,0,High,4,Amritsar,1832
2023-04-23,Rasgulla,1919,Rainy,Makar Sankranti,2,0,20,High,3,Amritsar,1854
2023-04-23,Gulab Jamun Mix,1527,Windy,Eid-ul-Fitr,3,10,0,Medium,3,Tirupati,1775
2023-04-23,Lassi,2967,Rainy,Independence Day,3,20,0,High,4,Meerut,3255
2023-04-23,Bhel Puri Mix,2113,Windy,Eid-ul-Fitr,3,5,15,Medium,4,Jalandhar,2318
2023-04-23,Pav Bhaji Masala,2772,Sunny,None,0,5,5,High,4,Hyderabad,2830
2023-04-23,Chole Masala,2789,Windy,Minor Event,1,10,20,Medium,5,Guntur,2839
2023-04-23,Tamarind Paste,1154,Sunny,Pongal,2,20,15,Medium,4,Jaipur,1445
2023-04-23,Ready-to-eat Curry Packs,2140,Cloudy,Eid-ul-Adha,3,20,0,High,4,Jalandhar,2404
2023-04-23,Parle-G Biscuits,1258,Windy,Regional Festival,2,20,15,Medium,4,Aurangabad,1517
2023-04-23,Thums Up,2630,Cloudy,Eid-ul-Adha,3,20,5,Low,5,Karnal,2976
2023-04-23,Frooti,1021,Windy,Makar Sankranti,2,15,0,Medium,3,Karnal,1364
2023-04-23,Hajmola Tablets,2108,Rainy,Christmas,3,5,0,High,3,Kochi,2262
2023-04-23,Haldiram's Namkeen,1432,Rainy,Navratri,3,15,15,High,5,Rajahmundry,1565
2023-04-23,Chyawanprash,2353,Cloudy,Diwali,3,20,5,Low,5,Ludhiana,2616
2023-04-30,Basmati Rice,1974,Rainy,Baisakhi,2,10,10,Medium,3,Meerut,2058
2023-04-30,Turmeric Powder,1903,Windy,Baisakhi,2,20,20,High,5,Guntur,2010
2023-04-30,Red Chilli Powder,2159,Rainy,Independence Day,3,10,20,High,3,Vizag ,2295
2023-04-30,Cumin Seeds,2016,Sunny,Raksha Bandhan,2,0,15,Medium,3,Rajahmundry,2011
2023-04-30,Coriander Powder,2451,Rainy,Christmas,3,5,0,Medium,3,Meerut,2551
2023-04-30,Garam Masala,2488,Rainy,Onam,2,0,0,Medium,3,Jaipur,2675
2023-04-30,Toor Dal,1170,Windy,Navratri,3,0,15,Low,5,Lucknow,1278
2023-04-30,Chana Dal,2578,Sunny,Eid-ul-Fitr,3,0,5,Medium,3,Meerut,2680
2023-04-30,Urad Dal,2272,Rainy,Holi,3,10,0,Low,4,Tirupati,2488
2023-04-30,Moong Dal,1147,Cloudy,Onam,2,20,20,Low,3,Indore,1364
2023-04-30,Jaggery,2393,Rainy,Makar Sankranti,2,5,5,High,3,Tirupati,2592
2023-04-30,Ghee,2170,Rainy,Gudi Padwa,2,5,0,High,5,Kochi,2254
2023-04-30,Paneer,1562,Sunny,Navratri,3,20,15,Low,3,Hyderabad,1907
2023-04-30,Coconut Oil,1914,Cloudy,Eid-ul-Adha,3,15,15,High,3,Vijayawada,2066
2023-04-30,Mustard Oil,1126,Sunny,Guru Nanak Jayanti,3,20,5,High,4,Vizag ,1518
2023-04-30,Aam Papad,2581,Cloudy,Gudi Padwa,2,15,15,High,3,Rajahmundry,2727
2023-04-30,Mango Pickle,2669,Rainy,Minor Event,1,20,0,Low,3,Kochi,2969
2023-04-30,Papad,2878,Windy,Eid-ul-Fitr,3,10,20,High,4,Vijayawada,3076
2023-04-30,Idli Rice,1679,Rainy,Gudi Padwa,2,15,5,High,5,Hyderabad,1982
2023-04-30,Sambar Powder,1648,Rainy,Makar Sankranti,2,15,10,Medium,5,Jaipur,1856
2023-04-30,Aloo Bhujia,2781,Windy,Gudi Padwa,2,20,0,High,3,Indore,3097
2023-04-30,Kaju Katli,1296,Windy,Republic Day,3,5,0,Medium,4,Sangli,1529
2023-04-30,Besan,2191,Sunny,Christmas,3,20,10,Medium,4,Karnal,2393
2023-04-30,Aata (Wheat Flour),2058,Sunny,Holi,3,5,0,Low,3,Bangalore,2347
2023-04-30,Mango Juice,2505,Windy,Gudi Padwa,2,0,15,Medium,5,Amritsar,2518
2023-04-30,Lemon Pickle,1840,Cloudy,Holi,3,10,0,Medium,5,Rajahmundry,2118
2023-04-30,Coconut Chutney,2569,Rainy,None,0,5,15,High,4,Jaipur,2532
2023-04-30,Rasgulla,2001,Cloudy,Christmas,3,0,10,High,5,Ludhiana,2010
2023-04-30,Gulab Jamun Mix,1515,Cloudy,Durga Puja,3,20,0,High,5,Vizag ,1955
2023-04-30,Lassi,2634,Sunny,Gudi Padwa,2,0,5,Low,5,Indore,2729
2023-04-30,Bhel Puri Mix,2628,Sunny,Diwali,3,15,5,High,4,Vizag ,2815
2023-04-30,Pav Bhaji Masala,2031,Cloudy,Gudi Padwa,2,5,20,High,3,Bhopal,2047
2023-04-30,Chole Masala,1484,Rainy,Navratri,3,0,20,High,5,Rajahmundry,1475
2023-04-30,Tamarind Paste,1307,Windy,Gudi Padwa,2,15,20,Medium,3,Ludhiana,1555
2023-04-30,Ready-to-eat Curry Packs,1178,Cloudy,Regional Festival,2,20,20,Medium,4,Aurangabad,1474
2023-04-30,Parle-G Biscuits,2036,Windy,Eid-ul-Adha,3,0,20,Medium,3,Tirupati,2107
2023-04-30,Thums Up,2610,Windy,Pongal,2,10,5,High,4,Hyderabad,2802
2023-04-30,Frooti,2390,Windy,Diwali,3,10,10,High,4,Vizag ,2551
2023-04-30,Hajmola Tablets,1182,Windy,Republic Day,3,15,0,High,5,Rajahmundry,1395
2023-04-30,Haldiram's Namkeen,2167,Rainy,Christmas,3,15,10,Low,3,Sangli,2427
2023-04-30,Chyawanprash,2296,Rainy,Minor Event,1,5,15,High,4,Indore,2411
2023-05-07,Basmati Rice,1517,Sunny,Regional Festival,2,10,5,Medium,3,Ludhiana,1743
2023-05-07,Turmeric Powder,1685,Rainy,Christmas,3,20,0,High,3,Tirupati,2086
2023-05-07,Red Chilli Powder,2189,Cloudy,Holi,3,5,15,High,5,Karnal,2402
2023-05-07,Cumin Seeds,2082,Rainy,Onam,2,20,10,High,4,Lucknow,2302
2023-05-07,Coriander Powder,1386,Sunny,None,0,20,15,High,5,Jalandhar,1514
2023-05-07,Garam Masala,2146,Rainy,None,0,10,15,High,3,Hyderabad,2145
2023-05-07,Toor Dal,2722,Sunny,None,0,5,15,Low,3,Jaipur,2723
2023-05-07,Chana Dal,1610,Rainy,Onam,2,20,10,High,4,Sangli,1875
2023-05-07,Urad Dal,2808,Rainy,Onam,2,20,20,High,5,Lucknow,3031
2023-05-07,Moong Dal,2605,Rainy,Makar Sankranti,2,5,5,High,5,Vizag ,2656
2023-05-07,Jaggery,1983,Cloudy,Independence Day,3,10,20,Low,4,Meerut,2128
2023-05-07,Ghee,2259,Sunny,Gudi Padwa,2,0,5,Medium,5,Vizag ,2311
2023-05-07,Paneer,1013,Cloudy,Regional Festival,2,20,20,Low,4,Aurangabad,1248
2023-05-07,Coconut Oil,1756,Sunny,Diwali,3,0,20,Low,3,Aurangabad,1727
2023-05-07,Mustard Oil,2296,Sunny,Onam,2,5,5,Low,5,Bangalore,2400
2023-05-07,Aam Papad,1324,Windy,Regional Festival,2,5,0,High,3,Aurangabad,1442
2023-05-07,Mango Pickle,1708,Windy,Onam,2,10,0,Low,3,Vizag ,1977
2023-05-07,Papad,2445,Sunny,Eid-ul-Fitr,3,15,5,High,3,Aurangabad,2729
2023-05-07,Idli Rice,2105,Cloudy,Regional Festival,2,0,0,Low,3,Amritsar,2131
2023-05-07,Sambar Powder,1227,Rainy,None,0,15,5,Low,5,Karnal,1439
2023-05-07,Aloo Bhujia,1012,Cloudy,Onam,2,5,5,Medium,3,Guntur,1220
2023-05-07,Kaju Katli,1188,Cloudy,Gudi Padwa,2,0,20,High,5,Tirupati,1257
2023-05-07,Besan,2731,Rainy,Makar Sankranti,2,10,5,Medium,4,Sangli,2872
2023-05-07,Aata (Wheat Flour),2840,Windy,Makar Sankranti,2,5,5,Low,4,Hyderabad,2916
2023-05-07,Mango Juice,2458,Rainy,Navratri,3,0,10,High,4,Tirupati,2641
2023-05-07,Lemon Pickle,2392,Cloudy,Durga Puja,3,10,0,Medium,3,Vijayawada,2565
2023-05-07,Coconut Chutney,1285,Rainy,Holi,3,0,15,High,4,Meerut,1281
2023-05-07,Rasgulla,2566,Windy,Holi,3,0,5,Medium,3,Karnal,2748
2023-05-07,Gulab Jamun Mix,1568,Cloudy,Guru Nanak Jayanti,3,0,10,High,5,Rajahmundry,1739
2023-05-07,Lassi,1709,Rainy,Makar Sankranti,2,20,0,Low,3,Aurangabad,2073
2023-05-07,Bhel Puri Mix,1060,Rainy,None,0,10,20,Low,5,Amritsar,1013
2023-05-07,Pav Bhaji Masala,2296,Cloudy,Onam,2,15,0,Medium,5,Indore,2566
2023-05-07,Chole Masala,1451,Windy,Regional Festival,2,15,5,Medium,3,Hyderabad,1653
2023-05-07,Tamarind Paste,2104,Rainy,Holi,3,5,5,Medium,3,Rajahmundry,2318
2023-05-07,Ready-to-eat Curry Packs,1500,Cloudy,Republic Day,3,15,0,Medium,5,Guntur,1757
2023-05-07,Parle-G Biscuits,2433,Rainy,Makar Sankranti,2,20,0,High,5,Guntur,2767
2023-05-07,Thums Up,1184,Windy,None,0,15,20,High,5,Meerut,1202
2023-05-07,Frooti,1578,Rainy,None,0,20,5,High,5,Aurangabad,1739
2023-05-07,Hajmola Tablets,1593,Sunny,Republic Day,3,0,10,Medium,5,Aurangabad,1635
2023-05-07,Haldiram's Namkeen,2033,Sunny,None,0,20,15,Medium,5,Hyderabad,2128
2023-05-07,Chyawanprash,1073,Cloudy,Independence Day,3,20,15,Low,3,Aurangabad,1362
2023-05-14,Basmati Rice,1666,Cloudy,Holi,3,15,0,High,4,Meerut,1893
2023-05-14,Turmeric Powder,1638,Windy,Navratri,3,10,5,Medium,4,Sangli,1798
2023-05-14,Red Chilli Powder,1985,Rainy,Gudi Padwa,2,0,15,Medium,5,Tirupati,1983
2023-05-14,Cumin Seeds,2143,Windy,Eid-ul-Fitr,3,20,0,Low,4,Chandigarh,2489
2023-05-14,Coriander Powder,1983,Windy,Diwali,3,0,5,Low,4,Sangli,2144
2023-05-14,Garam Masala,2738,Sunny,Guru Nanak Jayanti,3,20,5,Medium,4,Bhopal,3047
2023-05-14,Toor Dal,1495,Rainy,Pongal,2,20,0,Medium,4,Tirupati,1795
2023-05-14,Chana Dal,1131,Cloudy,Guru Nanak Jayanti,3,0,0,Low,5,Ludhiana,1262
2023-05-14,Urad Dal,2102,Windy,Baisakhi,2,10,15,Low,3,Vizag ,2281
2023-05-14,Moong Dal,2177,Windy,Diwali,3,10,5,Medium,3,Meerut,2455
2023-05-14,Jaggery,1809,Windy,Guru Nanak Jayanti,3,5,20,High,4,Lucknow,1827
2023-05-14,Ghee,2898,Windy,None,0,15,0,High,5,Sangli,2996
2023-05-14,Paneer,2069,Windy,Durga Puja,3,15,20,Medium,5,Bangalore,2214
2023-05-14,Coconut Oil,1463,Windy,None,0,0,0,Medium,4,Bhopal,1506
2023-05-14,Mustard Oil,2357,Sunny,Regional Festival,2,15,15,High,3,Indore,2474
2023-05-14,Aam Papad,1962,Rainy,None,0,5,0,Low,5,Lucknow,2091
2023-05-14,Mango Pickle,2163,Sunny,Eid-ul-Fitr,3,5,15,Medium,3,Bhopal,2231
2023-05-14,Papad,1923,Sunny,Navratri,3,5,15,Medium,3,Amritsar,1995
2023-05-14,Idli Rice,2228,Windy,Sunday,1,5,0,High,5,Bhopal,2250
2023-05-14,Sambar Powder,1898,Cloudy,Onam,2,15,5,High,4,Sangli,2205
2023-05-14,Aloo Bhujia,1237,Windy,Sunday,1,15,10,Medium,3,Kochi,1420
2023-05-14,Kaju Katli,2757,Windy,Independence Day,3,5,15,High,4,Ludhiana,2898
2023-05-14,Besan,1618,Windy,Regional Festival,2,10,15,High,3,Vijayawada,1743
2023-05-14,Aata (Wheat Flour),1534,Rainy,Diwali,3,10,10,Medium,3,Rajahmundry,1814
2023-05-14,Mango Juice,2177,Sunny,Baisakhi,2,10,20,Medium,3,Chandigarh,2325
2023-05-14,Lemon Pickle,2549,Sunny,Eid-ul-Fitr,3,5,20,High,5,Indore,2562
2023-05-14,Coconut Chutney,1633,Windy,Christmas,3,15,5,Low,4,Jaipur,1952
2023-05-14,Rasgulla,2420,Rainy,Holi,3,0,15,High,4,Sangli,2492
2023-05-14,Gulab Jamun Mix,2035,Sunny,Independence Day,3,5,20,High,4,Jaipur,2115
2023-05-14,Lassi,2464,Cloudy,Christmas,3,20,10,High,5,Jaipur,2790
2023-05-14,Bhel Puri Mix,1468,Sunny,Sunday,1,5,10,Low,4,Kochi,1529
2023-05-14,Pav Bhaji Masala,2777,Windy,Pongal,2,15,20,Medium,4,Indore,2912
2023-05-14,Chole Masala,2445,Cloudy,Regional Festival,2,15,0,Low,4,Kochi,2632
2023-05-14,Tamarind Paste,2074,Cloudy,Eid-ul-Adha,3,5,5,Medium,3,Kochi,2186
2023-05-14,Ready-to-eat Curry Packs,1038,Cloudy,Minor Event,1,20,20,Low,4,Vijayawada,1120
2023-05-14,Parle-G Biscuits,1109,Windy,Durga Puja,3,15,5,High,4,Tirupati,1463
2023-05-14,Thums Up,1737,Windy,Pongal,2,5,0,High,5,Jaipur,1843
2023-05-14,Frooti,1686,Windy,Regional Festival,2,0,20,Medium,4,Vizag ,1746
2023-05-14,Hajmola Tablets,2781,Cloudy,Durga Puja,3,10,10,Medium,3,Chandigarh,3026
2023-05-14,Haldiram's Namkeen,1342,Cloudy,Minor Event,1,20,15,Low,4,Lucknow,1596
2023-05-14,Chyawanprash,1524,Rainy,Sunday,1,5,5,Low,5,Sangli,1538
2023-05-21,Basmati Rice,1953,Cloudy,Holi,3,5,20,Medium,5,Bhopal,1975
2023-05-21,Turmeric Powder,1056,Sunny,Eid-ul-Adha,3,5,20,Low,4,Rajahmundry,1167
2023-05-21,Red Chilli Powder,1615,Cloudy,Gudi Padwa,2,10,20,High,4,Chandigarh,1737
2023-05-21,Cumin Seeds,1484,Cloudy,Eid-ul-Fitr,3,15,15,Medium,3,Kochi,1610
2023-05-21,Coriander Powder,2420,Rainy,Eid-ul-Adha,3,15,0,High,3,Chandigarh,2624
2023-05-21,Garam Masala,2201,Cloudy,Durga Puja,3,20,0,Low,4,Karnal,2593
2023-05-21,Toor Dal,2775,Windy,Regional Festival,2,15,10,High,5,Jaipur,2959
2023-05-21,Chana Dal,1420,Sunny,Independence Day,3,10,15,Medium,3,Guntur,1645
2023-05-21,Urad Dal,1662,Sunny,Gudi Padwa,2,0,10,High,3,Rajahmundry,1734
2023-05-21,Moong Dal,1356,Cloudy,Independence Day,3,20,5,Low,4,Rajahmundry,1677
